"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"685","@AlessandroForn6 @_rjardon @MoertlDieter @Stefanodibiagi1 @StuartLothian @PBrezovszky @alhanda @fonseca3010… https://t.co/fxwQYFupC6",FALSE,7,"AlessandroForn6",2021-03-06 12:06:44,TRUE,"1368169953606725650","1368171186404945924","604619919","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DoconDee",6,FALSE,FALSE,NA,NA
"686","@POWER987News @POWER987News South African Goalkeepers playing their trade overseas: Dani Amos in Israel, Darren Kee… https://t.co/xoayjSS7qC",FALSE,1,"POWER987News",2021-03-06 11:30:46,TRUE,"1368081601196867590","1368162132966182917","1670724367","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NikolaS44340573",0,FALSE,FALSE,NA,NA
"687","@wingsforsvt YES 😍 and we'll visit italy together, also because when i did it the first time i was too little to appreciate 😩",FALSE,1,"wingsforsvt",2021-03-06 11:18:14,FALSE,"1368040345070665729","1368158977687748610","1223429033976913920","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","atashidakara",0,FALSE,FALSE,NA,NA
"688","@northumbriana @holland_tom @dcsandbrook Wonder whether they are listening to Billy's new found passion for Opera m… https://t.co/T1vfKYPqPd",FALSE,2,"northumbriana",2021-03-06 11:02:21,TRUE,"1368140912749076480","1368154981044523008","142366218","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DrAlexJack1",0,FALSE,FALSE,NA,NA
"689","RT @Peter_Biro: Terrible news: convoy on its way to visit a school feeding project attacked by gunmen in DR Congo, killing the Italian amba…",FALSE,0,NA,2021-03-06 10:51:16,FALSE,NA,"1368152195053613059",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheJessicaTate",2,TRUE,FALSE,NA,NA
"690","RT @SWTigray: 24 HRS GLOBAL TWITTER CAMPAIGN TO CALL FOR #GERMANY &amp;  #ITALY TO #DefundTigrayGenocide.
STARTS TONIGHT AT 12AM EST. 
@Tigrayu…",FALSE,0,NA,2021-03-06 10:43:09,FALSE,NA,"1368150150359773187",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AdiTsnat",110,TRUE,FALSE,NA,NA
"691","@eddiemacbawa Seems like yesterday. Journey to ground ridiculous. First English team to visit Italy since England trouble.",FALSE,2,"eddiemacbawa",2021-03-06 10:38:00,FALSE,"1368145921435971584","1368148855045435394","3148621259","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fleetphotos",0,FALSE,FALSE,NA,NA
"692","25 Best Small Towns in Italy to Visit https://t.co/eFQuHfqwvG",FALSE,0,NA,2021-03-06 10:34:12,FALSE,NA,"1368147897917861888",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lizanna3891",0,FALSE,FALSE,NA,NA
"693","@Irina_Vukolova
😃 After the wedding we will decide together, which places to visit, in Italy and in the world, My l… https://t.co/EL2fpJsmC0",FALSE,0,"Irina_Vukolova",2021-03-06 10:26:21,TRUE,NA,"1368145923428278274","215411023","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IvanGagliolo",0,FALSE,FALSE,NA,NA
"694","For this #WomenHistoryMonth, we decided to share some cool stuff.

First, we would like to share this 4 years old a… https://t.co/2vLWJc99dp",FALSE,0,NA,2021-03-06 10:24:11,TRUE,NA,"1368145375232671747",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FunMuseums",0,FALSE,FALSE,NA,NA
"695","@resastans1d Well I think you know but nyc, Italy, France, London the basic places everyone wants to visit basically hebdg",FALSE,1,"resastans1d",2021-03-06 10:17:49,FALSE,"1367985131416395778","1368143773025370113","1158836259827195904","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","flickermoonlwt",0,FALSE,FALSE,NA,NA
"696","RT @KatherinePathak: Had a visit to my blog today from Italy https://t.co/hmZC06bYaN",FALSE,0,NA,2021-03-06 09:43:36,FALSE,NA,"1368135163876622336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RPathak1975",1,TRUE,FALSE,NA,NA
"697","RT @Jessi_burcin: Triumphal Arch Mogadishu.
The triumphal arch was built by the Italians in the mid 1930's, in association with a visit to…",FALSE,0,NA,2021-03-06 09:31:13,FALSE,NA,"1368132049253642241",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lizalaure16",1,TRUE,FALSE,NA,NA
"698","RT @RickSteves: Tonight's Monday Night Travel event — Italy's Cinque Terre!  

Grab some biscotti and join me for a real treat: a visit to…",FALSE,0,NA,2021-03-06 09:25:12,FALSE,NA,"1368130533289586689",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ag_butt",20,TRUE,FALSE,NA,NA
"699","RT @ThierryBreton: 🇪🇺Task Force working visit to Italy 🇮🇹

Italy is an important part of our European supply chain for the manufacturing of…",FALSE,0,NA,2021-03-06 09:15:21,FALSE,NA,"1368128053109473282",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fco_Morales_H",42,TRUE,FALSE,NA,NA
"700","RT @Jim9482: Good morning, Faith🥰😍🥰😍🌼💐🌼💐.
Germany to visit a friend, on to Italy to visit my roots (Amalfi Coast). https://t.co/FpgZtO9T65",FALSE,0,NA,2021-03-06 09:09:09,FALSE,NA,"1368126495609090048",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Hunterofcatfish",2,TRUE,FALSE,NA,NA
"701","Good morning, Faith🥰😍🥰😍🌼💐🌼💐.
Germany to visit a friend, on to Italy to visit my roots (Amalfi Coast). https://t.co/FpgZtO9T65",FALSE,7,NA,2021-03-06 09:08:18,FALSE,NA,"1368126281771061250",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Jim9482",2,FALSE,FALSE,NA,NA
"702","I'm going around the world! I will visit Italy",FALSE,0,NA,2021-03-06 08:51:22,FALSE,NA,"1368122021192867841",NA,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","80daysbot",0,FALSE,FALSE,NA,NA
"703","RT @JohnCornyn: Pope Francis is beginning a densely scheduled visit to Iraq fraught with public-health and security risks, his first trip o…",FALSE,0,NA,2021-03-06 08:37:56,FALSE,NA,"1368118638847217666",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Daryoush_So",6,TRUE,FALSE,NA,NA
"704","Sending fraternal greetings to @Keats_Shelley1 Keats &amp; Shelley Lodge No. 1 in Rome. We wish you well for next week'… https://t.co/YShg0lGpAj",FALSE,14,NA,2021-03-06 08:11:28,TRUE,NA,"1368111978129014786",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LodgeWelsh",2,FALSE,FALSE,NA,NA
"705","Pope Calls for Equal Rights for Christians at Start of Iraq Visit https://t.co/u0b5dRLRc4 The pontiff began a dense… https://t.co/xL7K4HSP5t",FALSE,0,NA,2021-03-06 08:10:12,TRUE,NA,"1368111657420001280",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","kristoferkawas",0,FALSE,FALSE,NA,NA
"706","for a class discussion we had to do three places we wanted to visit and there were sooooo many people that had the italy-newyork-tokyo combo",FALSE,0,NA,2021-03-06 08:03:18,FALSE,NA,"1368109921930113024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_jadamason",0,FALSE,FALSE,NA,NA
"707","RT @Charlesfrize: Reading about this: #Sicily Tours - #SicilianTours And #Travel Visit #Italy #FrizeMedia - https://t.co/6Bz7iyt1pY @Charle…",FALSE,0,NA,2021-03-06 07:40:56,FALSE,NA,"1368104291949551616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ageless_2u",4,TRUE,FALSE,NA,NA
"708","@1rockhead @WonderW97800751 No not this kid. We got to visit the north of Italy and then down to Rome but that was as close as I got.",FALSE,0,"1rockhead",2021-03-06 07:20:49,FALSE,"1368098903493550083","1368099230930235392","862805644180545536","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HappyPete55",0,FALSE,FALSE,NA,NA
"709","RT @jams67: Why is Lady Gaga in Italy &amp; I can’t visit my partner in France #LoveIsNotTourism @ladygaga @POTUS @VP @EmmanuelMacron @YlvaJoha…",FALSE,0,NA,2021-03-06 07:19:34,FALSE,NA,"1368098915925565443",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Yanami67941030",54,TRUE,FALSE,NA,NA
